artwork_title,description_text,index,url
"Human Nature/Life Death, 1983, Bruce Nauman","Regarded as one of the most innovative artists of his generation, Bruce Nauman has produced an oeuvre of stunning diversity, encompassing works of film, installation, performance, photography, sculpture, and video. He creates profoundly aesthetic experiences that are often aimed at disrupting viewers’ habits of perception. In the mid-1960s the artist adopted the medium of flashing neon in order to critically examine the role of language in visual art. Inspired by its hypnotic aura and non-art aesthetic, Nauman began using this quintessentially commercial medium in an ironic way, as a vehicle for wordplay, puns, and jokes. The artist created this neon sign for an invitational sculpture exhibition held in Chicago in 1985. Three pairs of words, antithetical in their connotations, line the six-foot circumference: life and death, love and hate, and pleasure and pain. In the center, human, animal, and nature are repeated in stacked sets of two. Each word blinks independently, ordered so that over several minutes all possible permutations are displayed. Juxtapositions of colors produce optical illusions that create a jarring, visceral effect. This work ultimately insists on language’s inability to deliver a fixed or stable set of meanings, conveying a deep suspicion about what constitutes truth, especially in the public realm.",127.0,https://www.artic.edu/artworks/147513/human-nature-life-death
"The Advance-Guard, or The Military Sacrifice (The Ambush), 1890, Frederic Remington","Born in Canton, New York, and later a student at the Yale School of Art in New Haven, Connecticut, and the Art Students League in New York City, Frederic Remington gained widespread distinction for his heroic and mythic visions of life in the American West. Remington lived in Montana and Kansas, working as a ranch hand in the early 1880s. He traveled across the West and Southwest, where he observed Native American customs, ranch life, and soldiers on horseback patrolling the frontier. Capturing the individuality and self-determination of these populations with a superb sense of drama, Remington romanticized the vanishing life of the Old West in bronze sculptures, magazine illustrations, etchings, and oil paintings.",128.0,https://www.artic.edu/artworks/97910/the-advance-guard-or-the-military-sacrifice-the-ambush
"The Advance-Guard, or The Military Sacrifice (The Ambush), 1890, Frederic Remington","During the late 1880s, Remington worked as an illustrator for Harper’s Weekly and accompanied the United States Sixth Cavalry as it pursued the Sioux, Native Americans of the northern plains, across the canyons of the Badlands. To protect the regiment from ambush, commanders sent single cavalrymen far ahead to draw their adversaries’ fire. The Advance Guard depicts the moment when the regiment’s forward-most sentinel is shot by a Sioux warrior hidden in the rocky ravine. Remington meticulously represented the stricken soldier in the brightly lit foreground, with his companions retreating hastily to warn the regiment of the imminent danger.",128.0,https://www.artic.edu/artworks/97910/the-advance-guard-or-the-military-sacrifice-the-ambush
"Frederick Douglass, 1847/52, Samuel J. Miller","In 1839 Louis-Jacques-Mandé Daguerre announced the perfection of the daguerreotype, a photographic process that employed a silver-coated copperplate sensitive to light. This new artistic process was celebrated for its remarkably sharp detail and praised as a “democratic art” that brought portraiture into reach for the masses. Within a few years, thousands of daguerrean portrait studios had sprung up all over the United States, among them the one that Samuel J. Miller owned in Akron, Ohio. Although most of the likenesses made in commercial studios were formulaic and not very revealing of the subject’s character, this portrait of Frederick Douglass—an escaped slave who had become a lauded speaker, writer, and abolitionist agitator—is a striking exception. Northeastern Ohio was a center of abolitionism prior to the Civil War, and Douglass knew that this picture, one of an astonishing number that he commissioned or posed for, would be seen by ardent supporters of his campaign to end slavery. Douglass was an intelligent manager of his public image and likely guided Miller in projecting his intensity and sheer force of character. As a result, this portrait demonstrates that Douglass truly appeared “majestic in his wrath,” as the nineteenth-century feminist Elizabeth Cady Stanton observed.",129.0,https://www.artic.edu/artworks/145681/frederick-douglass
"Head of a Woman (Fernande), 1909, Pablo Picasso","This work is Pablo Picasso’s first large Cubist sculpture and represents the distinctive physiognomy of Fernande Olivier, the artist’s model and companion from 1905 until 1912. Before making the bust, Picasso produced countless drawings and gouaches to explore the specific form and structure of his subject’s facial features—her dark almond-shaped eyes, sharp nose, peaked upper lip, ﬂeshy chin, and braided topknot. He also looked to African and ancient Iberian sculpture to guide his translation of Fernande’s profile into the geometric language of Cubism. Converting his studies to three dimensions, Picasso simultaneously built up and cut away the clay as he worked, giving the surface a unifying rhythm of light and shadow. The resulting bronze retains the basic shape of Fernande’s head, though the surface and structure are broken up into faceted, fragmented forms.",130.0,https://www.artic.edu/artworks/66039/head-of-a-woman-fernande
"Head of a Woman (Fernande), 1909, Pablo Picasso","The Art Institute’s bronze is one of a small edition produced by the Parisian art dealer Ambroise Vollard in 1910. It was sold in 1912 to the photographer and dealer Alfred Stieglitz, who published his own photographs of the work in his journal Camera Work.",130.0,https://www.artic.edu/artworks/66039/head-of-a-woman-fernande
"Ceremonial Knife (Tumi), A.D. 1100/1470, Chimú","Naymlap, the heroic founder-colonizer of the Lambayque Valley on the north coast of Peru, is thought to be the legendary figure represented on the top of this striking gold tumi (ceremonial knife). It would have been carried by dynastic rulers during state ceremonies to represent, in a more precious form, the copper knives used for animal sacrifices. Here Naymlap stands with his arms to his abdomen and his feet splayed outward. His gold headdress has an elaborate open filigree design. Turquoise—for the peoples of ancient Peru, a precious gem related to the worship of water and sky—is inlaid around the headdress cap and in the ear ornaments. The tumi was made with diverse metalworking techniques. Solid casting was used to produce the blade. The face and body were created with annealing (heating, shaping, and then cooling) and repoussé, in which the relief design is hammered into a mold from the reverse side. Finally, the small ornaments around the top of the headdress were separately hammered or cast, then soldered into place. This tumi and many other gold, silver, and textile objects were made in royal workshops and ceremonially presented to high officials as emblems of rank and authority.",131.0,https://www.artic.edu/artworks/18757/ceremonial-knife-tumi
"Ceremonial Knife (Tumi), A.D. 1100/1470, Chimú","Naymlap, the heroic founder-colonizer of the Lambayque Valley on the north coast of Peru, is thought to be the legendary figure represented on the top of this striking gold tumi (ceremonial knife). It would have been carried by dynastic rulers during state ceremonies to represent, in a more precious form, the copper knives used for animal sacrifices. Here Naymlap stands with his arms to his abdomen and his feet splayed outward. His gold headdress has an elaborate open filigree design. Turquoise—for the peoples of ancient Peru, a precious gem related to the worship of water and sky—is inlaid around the headdress cap and in the ear ornaments. The tumi was made with diverse metalworking techniques. Solid casting was used to produce the blade. The face and body were created with annealing (heating, shaping, and then cooling) and repoussé, in which the relief design is hammered into a mold from the reverse side. Finally, the small ornaments around the top of the headdress were separately hammered or cast, then soldered into place. This tumi and many other gold, silver, and textile objects were made in royal workshops and ceremonially presented to high officials as emblems of rank and authority.",131.0,https://www.artic.edu/artworks/18757/ceremonial-knife-tumi
"The Wedding, 1948, Jacob Lawrence","“I paint the things I have experienced,” Jacob Lawrence stated. Raised in Harlem, Lawrence studied at various federally funded community cultural centers and art workshops, where his talent was quickly recognized. The young artist soon applied his bold, unique style to the creation of narrative cycles devoted to African American history, leaders, and life. His sixty-panel Migration series (1940–41), depicting the resettlement of blacks from the rural South to the industrial North in the first half of the twentieth century, debuted in 1941 at the prestigious Downtown Gallery in New York. This exhibition bought national attention to the artist, then only in his early twenties. The cycle was acquired later by the Museum of Modern Art, New York, and the Phillips Collection, Washington, DC.",132.0,https://www.artic.edu/artworks/125660/the-wedding
"The Wedding, 1948, Jacob Lawrence","In addition to his various series, Lawrence also executed individual genre scenes, such as The Wedding, throughout his long career. With its bright, flat colors, bold patterning, and economical yet suggestive forms, this vibrant composition shows a bride and groom, flanked by two attendants, standing before a stern-faced minister. This arrangement makes us, like the attendants, participants in a major life event. Befitting both the solemnity and joy of a wedding, the composition combines the symmetrical rigidity of the standing figures with a riotous profusion of intensely colored stained-glass panels and flowers. The Wedding demonstrates well what one writer described as Lawrence’s unwavering commitment “to make his subject a testament, an expression of his belief in [humanity’s] continuing strength.”",132.0,https://www.artic.edu/artworks/125660/the-wedding
"The Battle between the Gods and the Giants, c. 1608, Joachim Antonisz. Wtewael","The subject of the victory of the gods of Olympus over the ancient race of giants provided Joachim Wtewael with the opportunity to depict exaggerated athletic poses and striking contrasts of space and light. From the clouds, the Olympian gods wield their attributes as weapons: Jupiter hurls thunderbolts; Neptune brandishes his triton; and Mercury uses his caduceus as a spear. The helmeted figure on the right is Minerva, the goddess of wisdom and war. The painting’s gemlike effect results from the use of a copper support and from its small scale. The artist’s self-conscious display of his skills was a hallmark of the international style known as Mannerism, which was fashionable in Holland around 1600.",133.0,https://www.artic.edu/artworks/105466/the-battle-between-the-gods-and-the-giants
"The Awakening of the Forest, 1939, Paul Delvaux","Paul Delvaux painted The Awakening of the Forest in the late 1930s, after having adopted Surrealism as a visual language to give form to his inner world—one populated with childhood memories and fantasy. For this monumental painting, the artist transformed an episode from Jules Verne’s Journey to the Center of the Earth (1864), in which Professor Otto Lidenbrock and his nephew Axel discover a prehistoric forest deep inside the earth. Delvaux showed the professor at left, examining a rock or fossil; behind him stands Axel, who bears a striking resemblance to the artist himself. Under a full moon, a group of women in the background appear like automatons. In the foreground, several figures combine human and vegetal elements; these ambiguous figures seem to embody a primordial, as yet undifferentiated, state. A woman in the right foreground and another in the left middle ground, both in Victorian dress, hold lamps and try in a vain to shed light on the unyielding mystery of the scene. Despite the multitude of naked figures and their detailed description, The Awakening of the Forest retains a detachment that adds to its strange and mysterious effect.",134.0,https://www.artic.edu/artworks/111642/the-awakening-of-the-forest
"Festival in Montmartre, 1913, Gino Severini","Gino Severini was a member of the Futurists, a group of Italian artists that announced its existence with a manifesto published in 1909 on the front page of Le Figaro. The Futurists urged others to ignore the past and focus on the aesthetic power of modern life. Their paintings celebrate modernity—the speed, thrill, and especially the danger of factories, airplanes, automobiles, locomotives, and steamships. Their style blended Divisionism and Cubism to render “dynamic sensation” and the interpenetration of objects and their environment by superimposing different chromatic planes and lines of force.",135.0,https://www.artic.edu/artworks/185766/festival-in-montmartre
"Festival in Montmartre, 1913, Gino Severini","Severini’s work focused on Parisian entertainments, nightlife, and street activities. In Festival in Montmartre, he depicted the centrifugal motion of a carousel and the liberating, yet destabilizing, effects of color, speed, and sound. The artist presented this work in his first solo exhibition in 1913, writing in the catalogue, “My object has been to convey the sensation of a body, lighted by electric lamps and gyrating in the darkness of the boulevard. The shapes of the pink pigs and of the women seated on them are subordinate the whole, the rotary movement of which they follow while undergoing displacement from head to foot and vice versa.”",135.0,https://www.artic.edu/artworks/185766/festival-in-montmartre
"The Flooded Grave, 1998–2000, Jeff Wall","Jeff Wall uses state-of-the-art photographic and computer technology to create images that evoke the composition, scale, and ambitions of the grandest history paintings. His works frequently have the formal clarity of documentary photography or photojournalism, but he often relies on staged or constructed artifices. This image is the result of two years of work, during which the artist fused countless photographs of both documentary and fabricated scenes into a single, surreal whole. After taking pictures in two Vancouver cemeteries over the course of several months, Wall built an aquatic system in his studio, crafting the tank from a plaster cast of an actual grave. With the aid of marine-life specialists, the artist cultivated a living, underwater ecosystem identical to one found off the coast of Vancouver. In the finished product, the two worlds are married through a technical process that presents the illusion of a water-filled grave. The Flooded Grave therefore challenges the notion of the photograph as the record of a single moment in time; instead, it is an elaborate fantasy on the subconscious life of the image it projects.",136.0,https://www.artic.edu/artworks/157160/the-flooded-grave
"Helmet Mask (Mukenga), Late 19th/mid–20th century, Kuba","The mukenga mask is worn along with a richly layered costume of raffia and beaded ornaments at funerals of titleholders in the northern part of the Kuba Kingdom. Its form and materials comprise elements associated with status and leadership, including cowrie shells, leopard fur, monkey hair, glass beads, and red tail feathers of the African gray parrot. A prominent trunk and two tusks refer to the elephant, the supreme symbol of wealth and leadership among the Kuba.",138.0,https://www.artic.edu/artworks/99539/helmet-mask-mukenga
"Interrogation II, 1981, Leon Golub","A leading cultural and civil rights activist in the United States from the early 1960s until his death in 2004, Leon Golub consistently created works that addressed humanitarian issues. This piece belongs to a series of paintings that deals with human rights violations in Central America. By fixing the gaze of his grinning perpetrators directly on the viewer, Golub makes it difficult to look away. The artist thus compels viewers to examine their own relationship to the brutality depicted.",139.0,https://www.artic.edu/artworks/100250/interrogation-ii
"Brushstroke with Spatter, 1966, Roy Lichtenstein","Roy Lichtenstein rose to prominence at the beginning of the 1960s and became one of the best-known practitioners of Pop Art. His brightly painted canvases depicting everyday objects, as well as scenes of war and romance culled from the pages of contemporary comics, were rendered in stylized black outlines and hand-painted Ben Day dots that mimicked the commercial printing process. Thus he seemed to elevate what was often seen as low art—both its quotidian, affective subject matter and its visual terms—into high art. This was never simply a straightforward process of reversal, however, and by mid-decade Lichtenstein began to focus on subjects that reflected his lifelong interest in art historical themes.",140.0,https://www.artic.edu/artworks/24836/brushstroke-with-spatter
"Brushstroke with Spatter, 1966, Roy Lichtenstein","Brushstroke with Spatter, from the Brushstroke series (1965–67), is a wry commentary on the bravura of midcentury Abstract Expressionism. Here Lichtenstein combines the gestural sweep of Willem de Kooning’s brushwork with the rhythmic drips typical of Jackson Pollock. He isolates and magnifies his stroke and spatter against a ground of Ben Day dots, reproducing the conventionally painterly elements as flatly as possible with no trace of emotion or texture. This deadpan rendering is not purely comic, but also establishes a tension key to the work’s success as an abstract painting in its own right, with grand scalar play and dramatic cropping, intensity of color, and the optical pulse of the dotted ground.",140.0,https://www.artic.edu/artworks/24836/brushstroke-with-spatter
"Flower Clouds, c. 1903, Odilon Redon","The evocative, symbolic art of Odilon Redon drew its inspiration from the internal world of his imagination. For years this student of Rodolphe Bresdin worked only in black and white, producing powerful and haunting charcoal drawings, lithographs, and etchings. Just as these black works, or Noirs, began to receive critical and public acclaim in the 1890s, Redon discovered the marvels of color through the use of pastel. His immersion in color and this new technique brought about a change in the artist’s approach to his subject matter as well. Flower Clouds is one of a number of pastels executed around 1905 that are dominated by spiritual overtones. Here a sailboat bears two figures, perhaps two saintly women, on a timeless journey through a fantastic, phosphorescent sea and sky. The dreamlike skiff may reflect Redon’s internal voyage, replacing the nocturnal turmoil of the earlier Noirs with a more hopeful vision. The luminous intensity of the pastels echoes the ardent spirituality of the theme.",141.0,https://www.artic.edu/artworks/76395/flower-clouds
"The First Part of the Return from Parnassus, 1961, Cy Twombly","Cy Twombly’s famously inimitable art is tensely balanced between expressively abstract and suggestively pictorial impulses. His work originated under the auspices of Abstract Expressionism in the late 1940s and early 1950s and advanced uniquely along lines afforded by its freedoms. Twombly’s entire enterprise is characterized by unruly marks—stammering, energetic, and raw—that merge drawing, painting, writing, and symbolic glyphs. Scrawled, overwritten, erased, or willfully misspelled, words cite people, places, events, and stories nominally derived from Greco-Roman culture and history, especially literature, poetry, and myth.",142.0,https://www.artic.edu/artworks/186049/the-first-part-of-the-return-from-parnassus
"The Fountains, 1787/88, Hubert Robert","The painting of Classical ruins had reached the zenith of its popularity when Hubert Robert, the leading French practitioner of this specialty, was commissioned in 1787 to paint a suite of four canvases for a wealthy financier’s château at Méréville, near Paris. The Fountains and its companion pieces were set into the paneled walls of a salon in the château, creating an alternate space that played off of the elegant, Neoclassical decor of the room. Robert has studied in Rome from 1754 to 1765 and there had gleaned his artistic vocabulary. Like the other three large paintings from the group painted for Méréville, all in the Art Institute, The Fountains exploits Robert’s typical vocabulary of fictive niches, arches, coffered vaults, colonnades, majestic stairwells, and Roman statuary to create a fantasy of expansive space. The four paintings are inhabited by tiny figures in the foreground; these serve only to set the scale and animate the scene, for the ruins themselves are the true subject of the pictures. In his use of ruins, Robert embodied the notion of the relationship of mankind and the built environment to nature that was expressed by the French philosopher and encyclopedist Denis Diderot: “Everything vanishes, everything dies, only time endures.”",143.0,https://www.artic.edu/artworks/57051/the-fountains
"Amédée-David, the Comte de Pastoret, 1823–26, Jean Auguste Dominique Ingres","Jean-Auguste-Dominique Ingres, who championed Classical ideals throughout his long and productive career, began this portrait in 1823, the same year that the thirty-two-year-old count helped him become a full member of the Académie des Beaux-Arts. Ingres astutely captured the character of the suave young nobleman, from the refined line of his silhouette to his elegant costume, long fingers, and slightly swaggering pose. The artist’s fastidious, impeccable technique is particularly evident in the precisely rendered details of the sword hilt and the medal of the Order of the Legion of Honor, which the count received in 1824. Ingres studied in the prestigious atelier of Jacques-Louis David; although he considered himself a history painter, portraits such as this paid his bills for many years and earned him considerable praise. This work was in progress at about the same time that the count acquired a painting of his mother by David at the artist’s posthumous sale. In 1897 Amédée-David, the Comte de Pastoret was purchased by the painter Edgar Degas, an avid art collector and admirer of Ingres, who, like the older artist, became the greatest French portrait painter of his generation.",144.0,https://www.artic.edu/artworks/111317/amedee-david-the-comte-de-pastoret
"Weeping Woman I, July 1, 1937, Pablo Picasso","A ferocious image of grief, Weeping Woman I is one of the most powerful works that Pablo Picasso undertook in the wake of his seminal Guernica (1937; Museo del Prado, Madrid). After completing Guernica, an expression of the horrors of war and a critique of fascist tyranny, Picasso continued to be drawn to the subject of agonized grief. Between June and December 1937, he undertook a series of drawings, paintings, and prints known as The Weeping Women, in which he focused and eolaborated on two figures first presented in Guernica. The figure in this print may also represent the artist’s lover, the Surrealist photographer Dora Maar. In Weeping Woman I, Picasso drew inspiration from contemporary events and sixteenth- and seventeenth-century religious imagery. He modernized the traditional theme of the Virgin Mary lamenting the death of her son. The importance Picasso accorded this etching is suggested not only by its size—it was the largest plate he had yet attempted—but also by the energy he invested in it. He developed the finished print through seven independent states. It seems that he felt the need to work and rework this image, perhaps in an effort to exorcise the demons of war and his difficult relationship with Maar.",145.0,https://www.artic.edu/artworks/135430/weeping-woman-i
"Woman Reading, 1880/81, Édouard Manet","During the late nineteenth century, Parisian cafés were the gathering places of artists and writers and were ideal locations for observing the urban scene. Many Impressionist paintings depict the Café Nouvelle-Athènes on the rue Pigalle, where two tables were reserved for Édouard Manet and his circle—a group that included the painters Edgar Degas, Claude Monet, Camille Pissarro, and Pierre-Auguste Renoir, and the writers Charles Baudelaire and Émile Zola.",146.0,https://www.artic.edu/artworks/14591/woman-reading
"Woman Reading, 1880/81, Édouard Manet","At first glance, this fashionably dressed young woman appears to have been captured sitting at a favorite café: the marble tabletop, beer mug, and magazine attached to a wooden bar suggest such a setting, and her heavy clothing and kid gloves indicate that she is at an outdoor table and that the weather is cool. However, the floral background is actually one of Manet’s paintings and the café a re-creation in his studio.",146.0,https://www.artic.edu/artworks/14591/woman-reading
"Woman Reading, 1880/81, Édouard Manet","Woman Reading is one of the most Impressionist of Manet’s images; the quick, free brushstrokes and light colors are characteristic of his technique late in his career. Painted only a few years before his death, this work admirably captures a fleeting moment, the sense of modern life that Manet and his contemporaries sought to represent.",146.0,https://www.artic.edu/artworks/14591/woman-reading
"Virgin and Child with the Young Saint John the Baptist, c. 1515, Correggio","Correggio spent most of his brief career in the northern Italian city of Parma. Removed from the great centers of Renaissance art, he was able to create a remarkably innovative body of work. This intimate devotional panel is a product of the artist’s youth. Here Correggio revealed his own evolving style while assimilating lessons from other masters. The panel’s pyramidal grouping of figures reﬂects the High Renaissance manner of Raphael, while their soft outlines and the Virgin’s enigmatic smile recall Leonardo da Vinci. The evocative use of the distant landscape demonstrates the young artist’s awareness of Northern European precedents. The gentle sensuousness of the figures and the tenderness they show one another through glance are unique to Correggio. The artist used light, shadow, and color to bathe the panel in a gentle glow; skin and fabrics appear to take on a velvety texture. The expressive, idyllic quality of this painting presages the radiant ceiling frescoes of Correggio’s maturity, especially those in Parma’s Cathedral.",147.0,https://www.artic.edu/artworks/23972/virgin-and-child-with-the-young-saint-john-the-baptist
"Pair of Headdresses (Chiwara Kunw), Mid–19th/early 20th century, Bamana","These headdresses were all worn by men in male-female pairs during performances celebrating the mythical farming beast named Chiwara, which introduced the Bamana people to agriculture. The rituals motivated young men to work hard. Each headdress combines the graceful horns of an antelope with the body of an aardvark. A young male calf sits upon the female’s back, symbolizing the fertile union of men and women and of the earth and the sun.",148.0,https://www.artic.edu/artworks/189595/pair-of-headdresses-chiwara-kunw
"The Annunciation, 1490/95, Jean Hey, (the Master of Moulins)","The archangel Gabriel’s announcement to Mary that she will give birth to a son, and her immediate acceptance of this news, represent the moment of Christ’s Incarnation. Although The Annunciation appears to be an independent painting, it is actually a fragment that once formed the right side of an altarpiece; the left side, now in the National Gallery, London, depicts the moment of Mary’s own Immaculate Conception, believed to have occurred when her parents, Joachim and Anne, greeted each other at the Golden Gate. A central section, now lost, probably featured the enthroned Virgin and Child, perhaps with Saint Anne. Jean Hey, known as the Master of Moulins,was the leading painter working in France in the last decades of the fifteenth century. He worked in Moulins in central France for Duke Pierre II of Bourbon and his wife, Anne of France, who played a large role in the government of of the kingdom during the minority of Anne’s brother Charles VIII. As their court painter, Hey, who was probably of Netherlandish origin, fused the intense naturalism and preciousness of Flemish and French painting and manuscript illumination with the emerging Renais-sance interest in antiquity, as is evident in this painting’s Italianate architecture.",149.0,https://www.artic.edu/artworks/16327/the-annunciation
